request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_38,264.82,affordable_later,wait,2025-09-15:971.3,2025-09-15,none,Pay EUR 971.30 in full on 2025-09-15. Paying earlier would take your balance below the EUR 400.00 minimum.
request_39,160378.32,affordable_with_plan,partial_payment,2026-04-04:160378.32|2026-04-15:48221.68,2026-04-15,none,"Pay INR 160,378.32 today and the remaining INR 48,221.68 on 2026-04-15. This protects your INR 213,400.00 minimum balance."
request_40,493.46,affordable_later,wait,2024-07-15:1290.3,2024-07-15,none,"Pay EUR 1,290.30 in full on 2024-07-15. Paying earlier would take your balance below the EUR 1,500.00 minimum."
request_41,12885150.5,affordable_with_plan,partial_payment,2025-11-03:12885150.5|2025-12-15:25874849.5,2025-12-15,none,"Pay IDR 12,885,150.50 today and the remaining IDR 25,874,849.50 on 2025-12-15. This protects your IDR 25,366,600.00 minimum balance."
request_42,52100.0,affordable_now,full_payment,2026-01-05:52100.0,2026-01-05,none,"Pay INR 52,100.00 today. This leaves at least INR 113,100.00 available over the next 90 days."
request_43,9868266.98,affordable_with_plan,partial_payment,2024-09-07:9868266.98|2024-10-15:33470733.02,2024-10-15,none,"Pay IDR 9,868,266.98 today and the remaining IDR 33,470,733.02 on 2024-10-15. This protects your IDR 21,398,000.00 minimum balance."
request_44,39484.11,affordable_later,wait,2025-03-15:95800.0,2025-03-15,none,"Pay INR 95,800.00 in full on 2025-03-15. Paying earlier would take your balance below the INR 82,900.00 minimum."
request_45,6423770.75,affordable_with_plan,partial_payment,2026-07-06:6423770.75|2026-08-15:15559229.25,2026-08-15,none,"Pay IDR 6,423,770.75 today and the remaining IDR 15,559,229.25 on 2026-08-15. This protects your IDR 11,149,800.00 minimum balance."
request_46,49450.0,affordable_with_plan,installments,2024-12-03:25714.0|2024-12-31:25714.0,2024-12-03,none,"Use the recommended installment plan (2024-12-03:25714.0|2024-12-31:25714.0). This keeps your INR 84,000.00 minimum balance protected."
request_47,29568351.92,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 30,049,000.00 minimum balance protected."
request_48,45700.0,affordable_now,full_payment,2026-07-25:45700.0,2026-07-25,none,"Pay INR 45,700.00 today. This leaves at least INR 71,300.00 available over the next 90 days."
request_49,15185499.26,affordable_with_plan,partial_payment,2024-03-04:15185499.26|2024-04-15:19147500.74,2024-04-15,none,"Pay IDR 15,185,499.26 today and the remaining IDR 19,147,500.74 on 2024-04-15. This protects your IDR 20,275,700.00 minimum balance."
request_50,43900.0,affordable_now,full_payment,2025-08-06:43900.0,2025-08-06,none,"Pay INR 43,900.00 today. This leaves at least INR 99,700.00 available over the next 90 days."
request_51,2191000.0,affordable_now,full_payment,2026-01-03:2191000.0,2026-01-03,none,"Pay IDR 2,191,000.00 today. This leaves at least IDR 7,811,000.00 available over the next 90 days."
request_52,26530.0,affordable_later,wait,2024-06-15:28870.0,2024-06-15,none,"Pay INR 28,870.00 in full on 2024-06-15. Paying earlier would take your balance below the INR 41,500.00 minimum."
request_53,714.42,affordable_with_plan,installments,2025-11-21:589.06|2025-12-19:589.06|2026-01-16:589.06,2025-12-15,none,"Use the recommended installment plan (2025-11-21:589.06|2025-12-19:589.06|2026-01-16:589.06). This keeps your USD 2,100.00 minimum balance protected."
request_54,6043.95,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your ZAR 37,000.00 minimum balance protected."
request_55,133129.17,affordable_with_plan,partial_payment,2026-06-08:133129.17|2026-06-15:85470.83,2026-06-15,none,"Pay INR 133,129.17 today and the remaining INR 85,470.83 on 2026-06-15. This protects your INR 124,300.00 minimum balance."
request_56,678.32,affordable_with_plan,partial_payment,2025-02-03:678.32|2025-02-15:203.24,2025-02-15,none,"Pay USD 678.32 today and the remaining USD 203.24 on 2025-02-15. This protects your USD 2,100.00 minimum balance."
request_57,14724.02,affordable_with_plan,partial_payment,2026-04-05:14724.02|2026-05-15:46721.98,2026-05-15,none,"Pay ZAR 14,724.02 today and the remaining ZAR 46,721.98 on 2026-05-15. This protects your ZAR 42,700.00 minimum balance."
request_58,16226000.0,affordable_now,full_payment,2024-12-07:16226000.0,2024-12-07,none,"Pay IDR 16,226,000.00 today. This leaves at least IDR 14,433,900.00 available over the next 90 days."
request_59,140600.0,affordable_with_plan,installments,2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33,2025-05-04,none,"Use the recommended installment plan (2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33). This keeps your INR 132,600.00 minimum balance protected."
request_60,171.61,affordable_later,wait,2026-01-15:199.89,2026-01-15,none,Pay USD 199.89 in full on 2026-01-15. Paying earlier would take your balance below the USD 400.00 minimum.
request_61,29062.0,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,2024-03-03,none,"Use the recommended installment plan (2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83). This keeps your ZAR 36,700.00 minimum balance protected."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"Pay USD 404.23 today. This leaves at least USD 1,300.00 available over the next 90 days."
request_63,50402.38,affordable_with_plan,partial_payment,2026-07-07:50402.38|2026-09-15:293497.62,2026-09-15,none,"Pay INR 50,402.38 today and the remaining INR 293,497.62 on 2026-09-15. This protects your INR 153,500.00 minimum balance."
request_64,0,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 36,100.00 minimum balance protected."
request_65,7682.55,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your ZAR 15,500.00 minimum balance protected."
request_66,22200.0,affordable_now,full_payment,2026-04-03:22200.0,2026-04-03,none,"Pay INR 22,200.00 today. This leaves at least INR 80,700.00 available over the next 90 days."
request_67,530.94,affordable_later,wait,2024-10-15:2094.0,2024-10-15,none,"Pay USD 2,094.00 in full on 2024-10-15. Paying earlier would take your balance below the USD 1,200.00 minimum."
request_68,1492.84,affordable_with_plan,partial_payment,2025-02-07:1492.84|2025-02-15:598.76,2025-02-15,none,"Pay USD 1,492.84 today and the remaining USD 598.76 on 2025-02-15. This protects your USD 1,500.00 minimum balance."
request_69,529.1,affordable_now,full_payment,2026-01-04:529.1,2026-01-04,none,Pay EUR 529.10 today. This leaves at least EUR 700.00 available over the next 90 days.
request_70,53090.31,affordable_later,wait,2025-01-15:243900.0,2025-01-15,none,"Pay INR 243,900.00 in full on 2025-01-15. Paying earlier would take your balance below the INR 115,000.00 minimum."
request_71,80195.12,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 8,884,800.00 minimum balance protected."
request_72,11330.0,affordable_now,full_payment,2026-07-05:11330.0,2026-07-05,none,"Pay ZAR 11,330.00 today. This leaves at least ZAR 12,200.00 available over the next 90 days."
request_73,71400.0,affordable_now,full_payment,2023-01-20:71400.0,2023-01-20,none,"Pay INR 71,400.00 today. This leaves at least INR 103,200.00 available over the next 90 days."
request_74,5010.0,affordable_now,full_payment,2025-08-04:5010.0,2025-08-04,none,"Pay ZAR 5,010.00 today. This leaves at least ZAR 21,900.00 available over the next 90 days."
request_75,28270.0,affordable_with_plan,installments,2026-04-09:9800.27|2026-05-09:9800.27|2026-06-08:9800.27,2026-04-06,none,"Use the recommended installment plan (2026-04-09:9800.27|2026-05-09:9800.27|2026-06-08:9800.27). This keeps your ZAR 39,000.00 minimum balance protected."
request_76,1117.02,affordable_with_plan,partial_payment,2024-06-03:1117.02|2024-07-15:3338.58,2024-07-15,none,"Pay USD 1,117.02 today and the remaining USD 3,338.58 on 2024-07-15. This protects your USD 1,800.00 minimum balance."
request_77,60700.0,affordable_now,full_payment,2025-11-05:60700.0,2025-11-05,none,"Pay INR 60,700.00 today. This leaves at least INR 82,200.00 available over the next 90 days."
request_78,44974.46,affordable_later,wait,2025-10-15:50200.0,2025-10-15,none,"Pay INR 50,200.00 in full on 2025-10-15. Paying earlier would take your balance below the INR 55,200.00 minimum."
request_79,856.13,not_affordable,not_recommended,none,2024-11-15,none,"Do not proceed with this payment now. None of the available options keeps your EUR 1,000.00 minimum balance protected."
request_80,112679.05,not_affordable,not_recommended,none,2025-02-15,none,"Do not proceed with this payment now. None of the available options keeps your INR 121,300.00 minimum balance protected."
request_81,2076.0,affordable_now,full_payment,2026-07-03:2076.0,2026-07-03,none,"Pay USD 2,076.00 today. This leaves at least USD 1,600.00 available over the next 90 days."
request_82,420.45,affordable_later,wait,2025-01-15:1405.2,2025-01-15,none,"Pay USD 1,405.20 in full on 2025-01-15. Paying earlier would take your balance below the USD 1,100.00 minimum."
request_83,7767.06,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 37,800.00 minimum balance protected."
request_84,30545.78,affordable_with_plan,partial_payment,2026-04-04:30545.78|2026-05-15:64854.22,2026-05-15,none,"Pay INR 30,545.78 today and the remaining INR 64,854.22 on 2026-05-15. This protects your INR 91,300.00 minimum balance."
request_85,1709355.07,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 6,396,300.00 minimum balance protected."
request_86,46300.0,affordable_now,full_payment,2025-08-03:46300.0,2025-08-03,none,"Pay INR 46,300.00 today. This leaves at least INR 84,900.00 available over the next 90 days."
request_87,37161.76,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 185,900.00 minimum balance protected."
request_88,11959.79,affordable_with_plan,partial_payment,2024-06-07:11959.79|2024-06-15:14132.21,2024-06-15,none,"Pay ZAR 11,959.79 today and the remaining ZAR 14,132.21 on 2024-06-15. This protects your ZAR 25,800.00 minimum balance."
request_89,10629965.61,affordable_with_plan,partial_payment,2025-11-04:10629965.61|2025-11-15:3126034.39,2025-11-15,none,"Pay IDR 10,629,965.61 today and the remaining IDR 3,126,034.39 on 2025-11-15. This protects your IDR 12,534,700.00 minimum balance."
request_90,2560.0,affordable_now,full_payment,2026-07-06:2560.0,2026-07-06,none,"Pay ZAR 2,560.00 today. This leaves at least ZAR 7,600.00 available over the next 90 days."
request_91,605.72,affordable_later,wait,2024-11-15:1927.2,2024-11-15,none,"Pay EUR 1,927.20 in full on 2024-11-15. Paying earlier would take your balance below the EUR 2,100.00 minimum."
request_92,34034.0,affordable_now,full_payment,2025-02-05:34034.0,2025-02-05,none,"Pay ZAR 34,034.00 today. This leaves at least ZAR 28,100.00 available over the next 90 days."
request_93,1729.2,affordable_now,full_payment,2026-04-07:1729.2,2026-04-07,none,"Pay USD 1,729.20 today. This leaves at least USD 1,900.00 available over the next 90 days."
request_94,572.0,affordable_now,full_payment,2024-12-04:572.0,2024-12-04,none,Pay EUR 572.00 today. This leaves at least EUR 600.00 available over the next 90 days.
request_95,59625.17,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 145,500.00 minimum balance protected."
request_96,78958.69,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-01-15,none,"Use the recommended installment plan (2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33). This keeps your INR 56,500.00 minimum balance protected."
request_97,2929.44,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,"Use the recommended installment plan (2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28). This keeps your ZAR 29,700.00 minimum balance protected."
request_98,13269.18,affordable_later,wait,2025-08-15:27148.0,2025-08-15,none,"Pay ZAR 27,148.00 in full on 2025-08-15. Paying earlier would take your balance below the ZAR 30,000.00 minimum."
request_99,18062.0,affordable_now,full_payment,2026-07-04:18062.0,2026-07-04,none,"Pay ZAR 18,062.00 today. This leaves at least ZAR 49,100.00 available over the next 90 days."
request_100,27265.06,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-06-15,none,"Use the recommended installment plan (2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19). This keeps your ZAR 32,500.00 minimum balance protected."
request_101,143500.0,affordable_now,full_payment,2025-11-03:143500.0,2025-11-03,none,"Pay INR 143,500.00 today. This leaves at least INR 187,400.00 available over the next 90 days."
request_102,1716.0,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,Use the recommended installment plan (2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88). This keeps your EUR 900.00 minimum balance protected.
request_103,21711.66,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 125,500.00 minimum balance protected."
request_104,17204.0,affordable_now,full_payment,2025-02-04:17204.0,2025-02-04,none,"Pay ZAR 17,204.00 today. This leaves at least ZAR 24,700.00 available over the next 90 days."
request_105,52605.49,affordable_with_plan,full_payment,2026-06-08:53500.0,2026-06-15,reduce_to:event_9720:1632.0,"Do not proceed with this payment now. None of the available options keeps your INR 73,900.00 minimum balance protected."
request_106,1064.54,affordable_later,wait,2025-01-15:2207.7,2025-01-15,none,"Pay EUR 2,207.70 in full on 2025-01-15. Paying earlier would take your balance below the EUR 1,200.00 minimum."
request_107,0,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your EUR 1,600.00 minimum balance protected."
request_108,1160.49,affordable_later,wait,2026-09-15:55308.0,2026-09-15,none,"Pay ZAR 55,308.00 in full on 2026-09-15. Paying earlier would take your balance below the ZAR 24,100.00 minimum."
request_109,673.81,affordable_with_plan,partial_payment,2024-03-04:673.81|2024-04-15:1189.59,2024-04-15,none,"Pay EUR 673.81 today and the remaining EUR 1,189.59 on 2024-04-15. This protects your EUR 1,700.00 minimum balance."
request_110,22352.0,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,"Use the recommended installment plan (2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69). This keeps your ZAR 11,200.00 minimum balance protected."
request_111,16625000.0,affordable_now,full_payment,2026-04-03:16625000.0,2026-04-03,none,"Pay IDR 16,625,000.00 today. This leaves at least IDR 23,022,800.00 available over the next 90 days."
request_112,271.7,affordable_now,full_payment,2024-06-05:271.7,2024-06-05,none,Pay EUR 271.70 today. This leaves at least EUR 500.00 available over the next 90 days.
request_113,29948.3,affordable_later,wait,2026-09-15:36500.0,2026-09-15,none,"Pay INR 36,500.00 in full on 2026-09-15. Paying earlier would take your balance below the INR 82,300.00 minimum."
request_114,65300.0,affordable_now,full_payment,2026-01-04:65300.0,2026-01-04,none,"Pay INR 65,300.00 today. This leaves at least INR 113,400.00 available over the next 90 days."
request_115,16371.71,affordable_later,wait,2024-10-15:80500.0,2024-10-15,none,"Pay INR 80,500.00 in full on 2024-10-15. Paying earlier would take your balance below the INR 38,800.00 minimum."
request_116,18662.55,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 80,300.00 minimum balance protected."
request_117,880.0,affordable_now,full_payment,2026-07-05:880.0,2026-07-05,none,"Pay EUR 880.00 today. This leaves at least EUR 1,000.00 available over the next 90 days."
request_118,648.18,affordable_with_plan,partial_payment,2024-12-07:648.18|2024-12-15:89.92,2024-12-15,none,Pay EUR 648.18 today and the remaining EUR 89.92 on 2024-12-15. This protects your EUR 600.00 minimum balance.
request_119,70146.78,affordable_with_plan,partial_payment,2025-05-04:70146.78|2025-06-15:133353.22,2025-06-15,none,"Pay INR 70,146.78 today and the remaining INR 133,353.22 on 2025-06-15. This protects your INR 151,200.00 minimum balance."
request_120,7714000.0,affordable_now,full_payment,2026-04-06:7714000.0,2026-04-06,none,"Pay IDR 7,714,000.00 today. This leaves at least IDR 20,050,300.00 available over the next 90 days."
request_121,633.6,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,Pay USD 633.60 today. This leaves at least USD 800.00 available over the next 90 days.
request_122,20558000.0,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"Use the recommended installment plan (2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33). This keeps your IDR 12,588,500.00 minimum balance protected."
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000.0,2026-01-07,none,"Pay IDR 4,076,000.00 today. This leaves at least IDR 18,091,200.00 available over the next 90 days."
request_124,1498.4,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,none,"Use the recommended installment plan (2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12). This keeps your EUR 1,600.00 minimum balance protected."
request_125,6468.0,affordable_now,full_payment,2025-11-06:6468.0,2025-11-06,none,"Pay ZAR 6,468.00 today. This leaves at least ZAR 11,300.00 available over the next 90 days."
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600.0,2026-07-03,none,"Pay INR 159,600.00 today. This leaves at least INR 129,700.00 available over the next 90 days."
request_127,13621.75,affordable_later,wait,2024-09-15:23980.0,2024-09-15,none,"Pay ZAR 23,980.00 in full on 2024-09-15. Paying earlier would take your balance below the ZAR 41,000.00 minimum."
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168.0,2025-02-07,none,"Pay ZAR 25,168.00 today. This leaves at least ZAR 42,600.00 available over the next 90 days."
request_129,154.54,not_affordable,not_recommended,none,,none,Do not proceed with this payment now. None of the available options keeps your USD 800.00 minimum balance protected.
request_130,559.97,affordable_with_plan,partial_payment,2024-12-06:559.97|2025-01-15:1418.83,2025-01-15,none,"Pay USD 559.97 today and the remaining USD 1,418.83 on 2025-01-15. This protects your USD 1,400.00 minimum balance."
request_131,1446.16,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-05-15,none,"Use the recommended installment plan (2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14). This keeps your USD 1,100.00 minimum balance protected."
request_132,365.5,affordable_later,wait,2026-01-15:379.86,2026-01-15,none,"Pay USD 379.86 in full on 2026-01-15. Paying earlier would take your balance below the USD 1,100.00 minimum."
request_133,5432395.72,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 9,986,200.00 minimum balance protected."
request_134,6418355.69,affordable_later,wait,2025-09-15:21831000.0,2025-09-15,none,"Pay IDR 21,831,000.00 in full on 2025-09-15. Paying earlier would take your balance below the IDR 15,902,500.00 minimum."
request_135,304.8,affordable_now,full_payment,2026-07-06:304.8,2026-07-06,none,Pay USD 304.80 today. This leaves at least USD 500.00 available over the next 90 days.
request_136,560.4,affordable_now,full_payment,2024-06-03:560.4,2024-06-03,none,"Pay USD 560.40 today. This leaves at least USD 1,100.00 available over the next 90 days."
request_137,36357.58,affordable_with_plan,partial_payment,2025-11-05:36357.58|2025-12-15:43742.42,2025-12-15,none,"Pay INR 36,357.58 today and the remaining INR 43,742.42 on 2025-12-15. This protects your INR 71,800.00 minimum balance."
request_138,790.99,affordable_with_plan,partial_payment,2026-04-07:790.99|2026-04-15:465.95,2026-04-15,none,"Pay EUR 790.99 today and the remaining EUR 465.95 on 2026-04-15. This protects your EUR 2,300.00 minimum balance."
request_139,2125.84,affordable_with_plan,partial_payment,2024-09-04:2125.84|2024-09-15:190.16,2024-09-15,none,"Pay USD 2,125.84 today and the remaining USD 190.16 on 2024-09-15. This protects your USD 1,500.00 minimum balance."
request_140,2494.67,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your ZAR 21,600.00 minimum balance protected."
request_141,26178.83,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 67,300.00 minimum balance protected."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,"Pay USD 1,263.60 today. This leaves at least USD 1,700.00 available over the next 90 days."
request_143,3527.55,affordable_later,wait,2025-06-15:12584.0,2025-06-15,none,"Pay ZAR 12,584.00 in full on 2025-06-15. Paying earlier would take your balance below the ZAR 11,300.00 minimum."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Pay USD 233.34 today. This leaves at least USD 600.00 available over the next 90 days.
request_145,57972.1,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"Use the recommended installment plan (2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33). This keeps your INR 155,400.00 minimum balance protected."
request_146,27847.22,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your INR 108,600.00 minimum balance protected."
request_147,468.51,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-04-15,none,Use the recommended installment plan (2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63). This keeps your EUR 900.00 minimum balance protected.
request_148,10459.85,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-06-15,none,"Use the recommended installment plan (2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56). This keeps your ZAR 20,000.00 minimum balance protected."
request_149,25335.99,affordable_with_plan,partial_payment,2025-11-04:25335.99|2025-12-15:11316.01,2025-12-15,none,"Pay ZAR 25,335.99 today and the remaining ZAR 11,316.01 on 2025-12-15. This protects your ZAR 42,100.00 minimum balance."
request_150,335.28,affordable_with_plan,partial_payment,2026-01-06:335.28|2026-01-15:160.82,2026-01-15,none,Pay EUR 335.28 today and the remaining EUR 160.82 on 2026-01-15. This protects your EUR 700.00 minimum balance.
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000.0,2024-09-03,none,"Pay IDR 26,999,000.00 today. This leaves at least IDR 31,633,600.00 available over the next 90 days."
request_152,13185.27,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-02-15,none,"Use the recommended installment plan (2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43). This keeps your ZAR 11,900.00 minimum balance protected."
request_153,191.07,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your USD 1,400.00 minimum balance protected."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use the recommended installment plan (2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61). This keeps your EUR 1,300.00 minimum balance protected."
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500.0,2025-05-06,none,"Pay INR 112,500.00 today. This leaves at least INR 56,300.00 available over the next 90 days."
request_156,8472.81,affordable_with_plan,partial_payment,2026-04-03:8472.81|2026-06-15:34603.19,2026-06-15,none,"Pay ZAR 8,472.81 today and the remaining ZAR 34,603.19 on 2026-06-15. This protects your ZAR 26,900.00 minimum balance."
request_157,6212106.7,affordable_later,wait,2024-04-15:23503000.0,2024-04-15,none,"Pay IDR 23,503,000.00 in full on 2024-04-15. Paying earlier would take your balance below the IDR 15,714,100.00 minimum."
request_158,242600.0,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use the recommended installment plan (2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33). This keeps your INR 131,400.00 minimum balance protected."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398.0,2026-01-04,none,"Pay ZAR 13,398.00 today. This leaves at least ZAR 8,700.00 available over the next 90 days."
request_160,560.31,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-06-15,none,"Use the recommended installment plan (2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05). This keeps your EUR 1,200.00 minimum balance protected."
request_161,0,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 23,010,400.00 minimum balance protected."
request_162,4603254.21,not_affordable,not_recommended,none,,none,"Do not proceed with this payment now. None of the available options keeps your IDR 24,161,100.00 minimum balance protected."
request_163,13194545.81,affordable_with_plan,partial_payment,2024-09-07:13194545.81|2024-09-15:6109454.19,2024-09-15,none,"Pay IDR 13,194,545.81 today and the remaining IDR 6,109,454.19 on 2024-09-15. This protects your IDR 26,728,700.00 minimum balance."
request_164,27018000.0,affordable_with_plan,installments,2025-02-11:9366240.0|2025-03-11:9366240.0|2025-04-08:9366240.0,2025-02-04,none,"Use the recommended installment plan (2025-02-11:9366240.0|2025-03-11:9366240.0|2025-04-08:9366240.0). This keeps your IDR 29,550,500.00 minimum balance protected."
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600.0,2026-04-06,none,"Pay INR 80,600.00 today. This leaves at least INR 95,000.00 available over the next 90 days."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use the recommended installment plan (2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97). This keeps your USD 1,700.00 minimum balance protected."
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802.0,2025-05-05,none,"Pay ZAR 43,802.00 today. This leaves at least ZAR 31,200.00 available over the next 90 days."
